member,period_end,prior_breadth,breadth,n_added,retained_fraction,displacement_portfolio,displacement,null_displacement_mean,null_displacement_p05,delta_vs_null
New Zealand,1968,6,6,0,1.0,0.0,,,,
Norway,1968,2,2,0,1.0,0.0,,,,
Russian Federation,1968,3,3,0,1.0,0.0,,,,
South Africa,1968,2,3,1,0.6666666666666666,0.2948717948717949,0.8846153846153846,0.7391047745358091,0.5,0.14551061007957544
United Kingdom,1968,6,6,1,0.8333333333333334,0.10526315789473684,0.631578947368421,0.619489766857462,0.4545454545454546,0.012089180510958975
United States,1968,10,10,0,1.0,0.0,,,,
Argentina,1969,3,4,1,0.75,0.1293103448275862,0.5172413793103448,0.6562959928758477,0.5,-0.13905461356550297
Australia,1969,4,5,1,0.8,0.10769230769230768,0.5384615384615384,0.6363480894550273,0.4482758620689655,-0.09788655099348886
Belgium,1969,4,2,1,0.5,0.25,0.5,0.6439479442970822,0.44999999999999996,-0.14394794429708224
Chile,1969,6,5,0,1.0,0.0,,,,
France,1969,4,4,0,1.0,0.0,,,,
Japan,1969,2,2,0,1.0,0.0,,,,
New Zealand,1969,6,7,1,0.8571428571428571,0.06857142857142857,0.48,0.6082536605129151,0.4375,-0.1282536605129151
Norway,1969,2,2,0,1.0,0.0,,,,
Russian Federation,1969,3,3,1,0.6666666666666666,0.14942528735632185,0.4482758620689655,0.6757705659132156,0.4787272727272727,-0.22749470384425008
South Africa,1969,3,2,0,1.0,0.0,,,,
United Kingdom,1969,6,6,2,0.6666666666666666,0.17708333333333334,0.53125,0.6096533038309241,0.5167464114832536,-0.07840330383092409
United States,1969,10,10,0,1.0,0.0,,,,
WMO,1969,1,1,0,1.0,0.0,,,,
Argentina,1970,4,4,1,0.75,0.13793103448275862,0.5517241379310345,0.6481081174723642,0.4787272727272727,-0.09638397954132971
Australia,1970,5,6,1,0.8333333333333334,0.09615384615384615,0.5769230769230769,0.6165541876396086,0.4482758620689655,-0.03963111071653169
Belgium,1970,2,2,0,1.0,0.0,,,,
Chile,1970,5,5,1,0.8,0.09230769230769231,0.46153846153846156,0.6132894765926753,0.44999999999999996,-0.15175101505421373
France,1970,4,5,1,0.8,0.1,0.5,0.6930403716066148,0.4977272727272728,-0.1930403716066148
Japan,1970,2,5,3,0.4,0.3359709618874773,0.5599516031457955,0.6927739921905076,0.5879189352692075,-0.1328223890447121
New Zealand,1970,7,7,1,0.8571428571428571,0.08333333333333333,0.5833333333333333,0.5942220085864102,0.4375,-0.010888675253076907
Norway,1970,2,2,0,1.0,0.0,,,,
Russian Federation,1970,3,4,1,0.75,0.13793103448275862,0.5517241379310345,0.6965463239120225,0.5,-0.14482218598098806
South Africa,1970,2,2,0,1.0,0.0,,,,
United Kingdom,1970,6,8,3,0.625,0.18150568181818183,0.48401515151515156,0.6035100958287825,0.5197575757575758,-0.11949494431363089
United States,1970,10,10,1,0.9,0.045454545454545456,0.4545454545454546,0.5984720646155737,0.4482758620689655,-0.1439266100701191
WMO,1970,1,1,0,1.0,0.0,,,,
Argentina,1971,4,2,0,1.0,0.0,,,,
Australia,1971,6,3,0,1.0,0.0,,,,
Belgium,1971,2,1,0,1.0,0.0,,,,
Chile,1971,5,4,1,0.75,0.1293103448275862,0.5172413793103448,0.5983369850430875,0.4545454545454546,-0.08109560573274277
France,1971,5,4,0,1.0,0.0,,,,
Japan,1971,5,4,0,1.0,0.0,,,,
New Zealand,1971,7,3,1,0.6666666666666666,0.19999999999999998,0.6,0.6044444394601342,0.4375,-0.004444439460134175
Norway,1971,2,1,0,1.0,0.0,,,,
Russian Federation,1971,4,2,0,1.0,0.0,,,,
South Africa,1971,2,1,0,1.0,0.0,,,,
United Kingdom,1971,8,9,3,0.6666666666666666,0.16255050505050506,0.4876515151515151,0.5960022811986301,0.5148674242424243,-0.10835076604711497
United States,1971,10,5,2,0.6,0.1784090909090909,0.4460227272727273,0.5871692131566878,0.46875,-0.1411464858839605
WMO,1971,1,1,0,1.0,0.0,,,,
Argentina,1972,2,6,4,0.3333333333333333,0.46319444444444446,0.6947916666666667,0.6797699435297452,0.5885760420764958,0.015021723136921517
Australia,1972,3,4,1,0.75,0.19318181818181818,0.7727272727272727,0.6568343360662326,0.4545454545454546,0.11589293666104006
Belgium,1972,1,4,3,0.25,0.44,0.5866666666666667,0.7005514588859417,0.5999540229885058,-0.11388479221927506
Chile,1972,4,6,2,0.6666666666666666,0.18939393939393936,0.5681818181818181,0.6070246056650549,0.5081896551724138,-0.038842787483236774
France,1972,4,5,1,0.8,0.1368421052631579,0.6842105263157895,0.6513130779383955,0.4545454545454546,0.032897448377393945
Japan,1972,4,4,1,0.75,0.15,0.6,0.6434708515369013,0.44999999999999996,-0.043470851536901334
New Zealand,1972,3,6,5,0.16666666666666666,0.5249415398576015,0.6299298478291219,0.6437216623577838,0.5669331953943355,-0.013791814528661961
Norway,1972,1,5,4,0.2,0.5599999999999999,0.7,0.7003779177718833,0.6138461538461539,-0.0003779177718833404
Russian Federation,1972,2,3,1,0.6666666666666666,0.21052631578947367,0.631578947368421,0.6921366155622962,0.4545454545454546,-0.0605576681938752
South Africa,1972,1,5,4,0.2,0.583618881118881,0.7295236013986013,0.771952239544,0.6803950216450216,-0.04242863814539877
United Kingdom,1972,9,10,2,0.8,0.12403846153846154,0.6201923076923077,0.5750572523487331,0.46867613636363636,0.04513505534357465
United States,1972,5,7,2,0.7142857142857143,0.15298701298701298,0.5354545454545454,0.6016872646523168,0.49625218531468535,-0.0662327191977714
WMO,1972,1,1,0,1.0,0.0,,,,
Argentina,1973,6,4,0,1.0,0.0,,,,
Australia,1973,4,4,1,0.75,0.12,0.48,0.6261101619644723,0.4375,-0.14611016196447235
Belgium,1973,4,3,0,1.0,0.0,,,,
Chile,1973,6,6,0,1.0,0.0,,,,
France,1973,5,4,2,0.5,0.28863636363636364,0.5772727272727273,0.6275274104298606,0.4866666666666667,-0.05025468315713333
Japan,1973,4,5,1,0.8,0.12631578947368421,0.631578947368421,0.6797184394552817,0.5,-0.048139492086860636
New Zealand,1973,6,6,1,0.8333333333333334,0.08620689655172413,0.5172413793103448,0.6143839265917173,0.4482758620689655,-0.0971425472813725
Norway,1973,5,5,0,1.0,0.0,,,,
Russian Federation,1973,3,3,0,1.0,0.0,,,,
SCAR,1973,1,1,0,1.0,0.0,,,,
South Africa,1973,5,5,0,1.0,0.0,,,,
United Kingdom,1973,10,7,0,1.0,0.0,,,,
United States,1973,7,6,1,0.8333333333333334,0.07692307692307693,0.46153846153846156,0.5979067942795256,0.4375,-0.13636833274106408
Argentina,1974,4,4,0,1.0,0.0,,,,
Australia,1974,4,4,0,1.0,0.0,,,,
Belgium,1974,3,3,0,1.0,0.0,,,,
Chile,1974,6,6,0,1.0,0.0,,,,
France,1974,4,4,0,1.0,0.0,,,,
Japan,1974,5,5,0,1.0,0.0,,,,
New Zealand,1974,6,6,0,1.0,0.0,,,,
Norway,1974,5,5,0,1.0,0.0,,,,
Russian Federation,1974,3,3,0,1.0,0.0,,,,
SCAR,1974,1,1,0,1.0,0.0,,,,
South Africa,1974,5,5,0,1.0,0.0,,,,
United Kingdom,1974,7,7,0,1.0,0.0,,,,
United States,1974,6,6,0,1.0,0.0,,,,
Argentina,1975,4,6,3,0.5,0.25862068965517243,0.5172413793103449,0.6375953147428273,0.5376699689199689,-0.1203539354324824
Australia,1975,4,6,3,0.5,0.3271264367816092,0.6542528735632184,0.653121245612625,0.5348041958041958,0.0011316279505934057
Belgium,1975,3,4,2,0.5,0.24068965517241378,0.48137931034482756,0.6491093300377784,0.54,-0.16773001969295082
Chile,1975,6,7,3,0.5714285714285714,0.23870684669232764,0.5569826422820978,0.5960265477086938,0.5176061711277229,-0.03904390542659597
France,1975,4,5,2,0.6,0.240551724137931,0.6013793103448275,0.6361137900892211,0.49,-0.03473447974439359
Japan,1975,5,4,2,0.5,0.3076923076923077,0.6153846153846154,0.6477304039540315,0.55,-0.032345788569416056
New Zealand,1975,6,5,0,1.0,0.0,,,,
Norway,1975,5,9,8,0.1111111111111111,0.4657404951370469,0.5239580570291777,0.5932588910096834,0.5500153198095008,-0.06930083398050568
Russian Federation,1975,3,5,4,0.2,0.47795616361859555,0.5974452045232445,0.6531186096136925,0.5803738613360324,-0.05567340509044805
SCAR,1975,1,2,1,0.5,0.42105263157894735,0.8421052631578947,0.7247218576946345,0.5780000000000001,0.1173834054632602
South Africa,1975,5,6,1,0.8333333333333334,0.11403508771929825,0.6842105263157895,0.6481608854567553,0.4375,0.03604964085903417
United Kingdom,1975,7,8,2,0.75,0.11394230769230769,0.45576923076923076,0.5803596603616127,0.46202985739750446,-0.12459042959238192
United States,1975,6,8,4,0.5,0.2727272727272727,0.5454545454545454,0.5901260743207942,0.5096033653846154,-0.04467152886624881
Argentina,1976,6,6,0,1.0,0.0,,,,
Australia,1976,6,6,0,1.0,0.0,,,,
Belgium,1976,4,4,0,1.0,0.0,,,,
Chile,1976,7,7,0,1.0,0.0,,,,
France,1976,5,5,0,1.0,0.0,,,,
Japan,1976,4,4,0,1.0,0.0,,,,
New Zealand,1976,5,5,0,1.0,0.0,,,,
Norway,1976,9,9,0,1.0,0.0,,,,
Russian Federation,1976,5,5,0,1.0,0.0,,,,
SCAR,1976,2,2,0,1.0,0.0,,,,
South Africa,1976,6,6,0,1.0,0.0,,,,
Sweden,1976,1,1,0,1.0,0.0,,,,
UNEP,1976,1,1,0,1.0,0.0,,,,
United Kingdom,1976,8,8,0,1.0,0.0,,,,
United States,1976,8,8,0,1.0,0.0,,,,
Argentina,1977,6,5,2,0.6,0.24646464646464644,0.6161616161616161,0.6125242026575964,0.5184930807622505,0.003637413504019693
Australia,1977,6,3,0,1.0,0.0,,,,
Belgium,1977,4,2,0,1.0,0.0,,,,
Chile,1977,7,7,4,0.42857142857142855,0.3308691308691309,0.579020979020979,0.6024521319746852,0.5175679205851619,-0.023431152953706125
France,1977,5,5,3,0.4,0.29757575757575755,0.49595959595959593,0.6096550032821585,0.5091135157945503,-0.11369540732256256
Japan,1977,4,2,0,1.0,0.0,,,,
New Zealand,1977,5,5,3,0.4,0.3507692307692308,0.5846153846153846,0.6443951321133583,0.5466515251989391,-0.059779747497973657
Norway,1977,9,7,0,1.0,0.0,,,,
Russian Federation,1977,5,5,2,0.6,0.19298245614035087,0.4824561403508772,0.6088134730525604,0.45986820291777186,-0.1263573327016832
SCAR,1977,2,2,1,0.5,0.28,0.56,0.7013813383682259,0.4545454545454546,-0.14138133836822586
South Africa,1977,6,3,2,0.3333333333333333,0.32950191570881227,0.4942528735632184,0.6149205340445292,0.4965034965034965,-0.12066766048131078
Sweden,1977,1,1,0,1.0,0.0,,,,
UNEP,1977,1,1,0,1.0,0.0,,,,
United Kingdom,1977,8,8,4,0.5,0.2614364801864802,0.5228729603729603,0.590460723925753,0.5150672348484848,-0.06758776355279272
United States,1977,8,7,1,0.8571428571428571,0.07692307692307691,0.5384615384615384,0.5936302693449926,0.4375,-0.0551687308834542
Argentina,1978,5,5,0,1.0,0.0,,,,
Australia,1978,3,3,0,1.0,0.0,,,,
Belgium,1978,2,2,0,1.0,0.0,,,,
Chile,1978,7,7,0,1.0,0.0,,,,
France,1978,5,5,0,1.0,0.0,,,,
Japan,1978,2,2,0,1.0,0.0,,,,
New Zealand,1978,5,5,0,1.0,0.0,,,,
Norway,1978,7,7,0,1.0,0.0,,,,
Poland,1978,1,1,0,1.0,0.0,,,,
Russian Federation,1978,5,5,0,1.0,0.0,,,,
SCAR,1978,2,2,0,1.0,0.0,,,,
South Africa,1978,3,3,0,1.0,0.0,,,,
Sweden,1978,1,1,0,1.0,0.0,,,,
UNEP,1978,1,1,0,1.0,0.0,,,,
United Kingdom,1978,8,8,0,1.0,0.0,,,,
United States,1978,7,7,0,1.0,0.0,,,,
Argentina,1979,5,5,1,0.8,0.06666666666666668,0.33333333333333337,0.6331748417795151,0.48,-0.29984150844618174
Australia,1979,3,3,0,1.0,0.0,,,,
Belgium,1979,2,2,0,1.0,0.0,,,,
Chile,1979,7,9,3,0.6666666666666666,0.21245791245791246,0.6373737373737374,0.6094984455328842,0.4998834498834499,0.027875291840853134
France,1979,5,6,1,0.8333333333333334,0.07471264367816093,0.4482758620689655,0.6403732389812246,0.5172413793103448,-0.19209737691225903
Japan,1979,2,2,0,1.0,0.0,,,,
New Zealand,1979,5,7,2,0.7142857142857143,0.15881773399014779,0.5558620689655173,0.6123995379958109,0.5052467396109638,-0.05653746903029366
Norway,1979,7,7,0,1.0,0.0,,,,
Poland,1979,1,5,4,0.2,0.6689655172413793,0.8362068965517241,0.7679310344827586,0.6551724137931034,0.06827586206896552
Russian Federation,1979,5,3,1,0.6666666666666666,0.14942528735632185,0.4482758620689655,0.625366056647023,0.4482758620689655,-0.17709019457805752
SCAR,1979,2,3,1,0.6666666666666666,0.18666666666666668,0.56,0.6909570291777187,0.48,-0.13095702917771868
South Africa,1979,3,3,0,1.0,0.0,,,,
Sweden,1979,1,1,0,1.0,0.0,,,,
UNEP,1979,1,1,0,1.0,0.0,,,,
United Kingdom,1979,8,7,0,1.0,0.0,,,,
United States,1979,7,8,3,0.625,0.21984265734265734,0.5862470862470862,0.6075110573309529,0.5155353535353535,-0.021263971083866684
Argentina,1980,5,4,1,0.75,0.08333333333333334,0.33333333333333337,0.616764372328619,0.48,-0.28343103899528566
Australia,1980,3,2,0,1.0,0.0,,,,
Belgium,1980,2,1,0,1.0,0.0,,,,
Chile,1980,9,8,0,1.0,0.0,,,,
France,1980,6,6,0,1.0,0.0,,,,
Japan,1980,2,1,0,1.0,0.0,,,,
New Zealand,1980,7,5,0,1.0,0.0,,,,
Norway,1980,7,2,1,0.5,0.3181818181818182,0.6363636363636364,0.6039067512186934,0.44991379310344826,0.03245688514494294
Poland,1980,5,4,0,1.0,0.0,,,,
Russian Federation,1980,3,3,0,1.0,0.0,,,,
SCAR,1980,3,2,0,1.0,0.0,,,,
South Africa,1980,3,2,0,1.0,0.0,,,,
United Kingdom,1980,7,8,2,0.75,0.1298076923076923,0.5192307692307692,0.6028145111593388,0.5119694960212201,-0.08358374192856965
United States,1980,8,7,0,1.0,0.0,,,,
Argentina,1981,4,4,2,0.5,0.2846153846153846,0.5692307692307692,0.6621097768484792,0.5115909090909091,-0.09287900761770995
Australia,1981,2,3,1,0.6666666666666666,0.16091954022988506,0.48275862068965514,0.6813779977080793,0.48275862068965514,-0.19861937701842414
Belgium,1981,1,1,0,1.0,0.0,,,,
Chile,1981,8,8,2,0.75,0.12893356643356643,0.5157342657342657,0.5988554173229709,0.48774839743589743,-0.08312115158870514
France,1981,6,6,0,1.0,0.0,,,,
Japan,1981,1,1,0,1.0,0.0,,,,
New Zealand,1981,5,7,2,0.7142857142857143,0.12897447380206,0.45141065830721006,0.6445229085229652,0.48774839743589743,-0.19311225021575518
Norway,1981,2,3,1,0.6666666666666666,0.16091954022988506,0.48275862068965514,0.6614578553252555,0.4482758620689655,-0.17869923463560033
Poland,1981,4,4,0,1.0,0.0,,,,
Russian Federation,1981,3,2,0,1.0,0.0,,,,
SCAR,1981,2,2,0,1.0,0.0,,,,
South Africa,1981,2,2,0,1.0,0.0,,,,
United Kingdom,1981,8,8,1,0.875,0.04166666666666667,0.33333333333333337,0.5748964150791737,0.4482758620689655,-0.2415630817458403
United States,1981,7,5,0,1.0,0.0,,,,
Argentina,1982,4,5,1,0.8,0.15384615384615383,0.7692307692307692,0.6683490328468015,0.48,0.10088173638396769
Australia,1982,3,2,0,1.0,0.0,,,,
Belgium,1982,1,1,0,1.0,0.0,,,,
Chile,1982,8,7,0,1.0,0.0,,,,
France,1982,6,2,0,1.0,0.0,,,,
Germany,1982,2,2,0,1.0,0.0,,,,
India,1982,1,1,0,1.0,0.0,,,,
Japan,1982,1,1,0,1.0,0.0,,,,
Korea (ROK),1982,1,1,0,1.0,0.0,,,,
New Zealand,1982,7,4,0,1.0,0.0,,,,
Norway,1982,3,2,0,1.0,0.0,,,,
Poland,1982,4,5,1,0.8,0.1375,0.6875,0.6012683931535885,0.4375,0.08623160684641151
Russian Federation,1982,2,2,0,1.0,0.0,,,,
SCAR,1982,2,1,0,1.0,0.0,,,,
South Africa,1982,2,1,0,1.0,0.0,,,,
United Kingdom,1982,8,4,1,0.75,0.14,0.56,0.588236204887067,0.4545454545454546,-0.028236204887066907
United States,1982,5,5,1,0.8,0.06666666666666668,0.33333333333333337,0.632401615185077,0.46153846153846156,-0.2990682818517436
Uruguay,1982,2,2,0,1.0,0.0,,,,
Argentina,1983,5,5,1,0.8,0.09,0.44999999999999996,0.6242491973684419,0.44999999999999996,-0.1742491973684419
Australia,1983,2,7,6,0.14285714285714285,0.5501567398119123,0.6418495297805643,0.7177739289446186,0.6327748171368861,-0.07592439916405425
Belgium,1983,1,1,0,1.0,0.0,,,,
Chile,1983,7,7,0,1.0,0.0,,,,
France,1983,2,2,0,1.0,0.0,,,,
Germany,1983,2,2,0,1.0,0.0,,,,
India,1983,1,2,1,0.5,0.3620689655172414,0.7241379310344828,0.771896551724138,0.5172413793103448,-0.047758620689655196
Japan,1983,1,1,0,1.0,0.0,,,,
Korea (ROK),1983,1,1,0,1.0,0.0,,,,
New Zealand,1983,4,5,1,0.8,0.09655172413793103,0.48275862068965514,0.6333467025941392,0.4375,-0.15058808190448403
Norway,1983,2,2,0,1.0,0.0,,,,
Poland,1983,5,5,0,1.0,0.0,,,,
Russian Federation,1983,2,3,1,0.6666666666666666,0.21839080459770113,0.6551724137931034,0.6847707398217834,0.5547272727272728,-0.029598326028679955
SCAR,1983,1,2,1,0.5,0.42105263157894735,0.8421052631578947,0.7126726485855344,0.5780000000000001,0.12943261457236033
South Africa,1983,1,1,0,1.0,0.0,,,,
United Kingdom,1983,4,4,1,0.75,0.11363636363636365,0.4545454545454546,0.6479618671709414,0.48,-0.1934164126254868
United States,1983,5,4,0,1.0,0.0,,,,
Uruguay,1983,2,2,0,1.0,0.0,,,,
Argentina,1984,5,7,2,0.7142857142857143,0.21978021978021975,0.7692307692307692,0.6499681180817717,0.5216666666666666,0.11926265114899748
Australia,1984,7,7,1,0.8571428571428571,0.09090909090909091,0.6363636363636364,0.6161616567038528,0.4611888111888112,0.020201979659783542
Belgium,1984,1,1,0,1.0,0.0,,,,
Brazil,1984,1,1,0,1.0,0.0,,,,
Chile,1984,7,7,1,0.8571428571428571,0.06493506493506494,0.4545454545454546,0.6088302037194504,0.4545454545454546,-0.15428474917399582
France,1984,2,1,0,1.0,0.0,,,,
Germany,1984,2,2,0,1.0,0.0,,,,
India,1984,2,2,0,1.0,0.0,,,,
Japan,1984,1,1,0,1.0,0.0,,,,
Korea (ROK),1984,1,1,0,1.0,0.0,,,,
New Zealand,1984,5,3,1,0.6666666666666666,0.14942528735632185,0.4482758620689655,0.6203870257087136,0.4375,-0.1721111636397481
Norway,1984,2,2,0,1.0,0.0,,,,
Poland,1984,5,1,0,1.0,0.0,,,,
Russian Federation,1984,3,1,0,1.0,0.0,,,,
SCAR,1984,2,1,0,1.0,0.0,,,,
South Africa,1984,1,1,0,1.0,0.0,,,,
United Kingdom,1984,4,6,3,0.5,0.31554778554778556,0.6310955710955711,0.6491966481794068,0.5502121212121212,-0.01810107708383568
United States,1984,4,4,3,0.25,0.456841290893015,0.6091217211906866,0.6597436749928876,0.574002849002849,-0.050621953802200914
Uruguay,1984,2,2,0,1.0,0.0,,,,
WMO,1984,1,1,0,1.0,0.0,,,,
Argentina,1985,7,8,1,0.875,0.075,0.6,0.5913440406365101,0.4375,0.00865595936348984
Australia,1985,7,7,0,1.0,0.0,,,,
Belgium,1985,1,4,4,0.0,0.5862068965517241,0.5862068965517241,0.76875,0.6637931034482758,-0.18254310344827596
Brazil,1985,1,2,1,0.5,0.34615384615384615,0.6923076923076923,0.7191293773981614,0.5780000000000001,-0.026821685090469116
Chile,1985,7,4,0,1.0,0.0,,,,
France,1985,1,3,2,0.3333333333333333,0.5172413793103449,0.7758620689655172,0.7657758620689655,0.5862068965517241,0.010086206896551708
Germany,1985,2,3,1,0.6666666666666666,0.2727272727272727,0.8181818181818181,0.715789028213166,0.48,0.10239278996865209
India,1985,2,2,0,1.0,0.0,,,,
Japan,1985,1,1,0,1.0,0.0,,,,
Korea (ROK),1985,1,1,0,1.0,0.0,,,,
New Zealand,1985,3,4,1,0.75,0.1477272727272727,0.5909090909090908,0.7162288160115746,0.5,-0.1253197251024838
Norway,1985,2,3,1,0.6666666666666666,0.25757575757575757,0.7727272727272727,0.7259714733542321,0.5,0.04675579937304064
Poland,1985,1,2,1,0.5,0.3620689655172414,0.7241379310344828,0.775,0.5517241379310345,-0.05086206896551726
Russian Federation,1985,1,1,0,1.0,0.0,,,,
SCAR,1985,1,1,0,1.0,0.0,,,,
South Africa,1985,1,2,1,0.5,0.24137931034482757,0.48275862068965514,0.773448275862069,0.5172413793103448,-0.29068965517241385
United Kingdom,1985,6,6,3,0.5,0.31029040404040403,0.6205808080808081,0.5874721756691583,0.4919798951048951,0.03310863241164974
United States,1985,4,5,2,0.6,0.23230769230769227,0.5807692307692307,0.6215747595555785,0.48059440559440564,-0.0408055287863478
Uruguay,1985,2,2,0,1.0,0.0,,,,
WMO,1985,1,1,0,1.0,0.0,,,,
Argentina,1986,8,4,1,0.75,0.11538461538461539,0.46153846153846156,0.6006271308470719,0.4482758620689655,-0.1390886693086103
Australia,1986,7,6,0,1.0,0.0,,,,
Belgium,1986,4,4,1,0.75,0.15,0.6,0.6588608071148451,0.4787272727272727,-0.05886080711484509
Brazil,1986,2,2,0,1.0,0.0,,,,
Chile,1986,4,3,1,0.6666666666666666,0.21052631578947367,0.631578947368421,0.6711599842484597,0.4545454545454546,-0.03958103688003867
China,1986,1,1,0,1.0,0.0,,,,
Finland,1986,1,1,0,1.0,0.0,,,,
France,1986,3,2,0,1.0,0.0,,,,
Germany,1986,3,1,0,1.0,0.0,,,,
India,1986,2,1,0,1.0,0.0,,,,
Netherlands,1986,1,1,0,1.0,0.0,,,,
New Zealand,1986,4,1,0,1.0,0.0,,,,
Norway,1986,3,2,0,1.0,0.0,,,,
Peru,1986,1,1,0,1.0,0.0,,,,
Poland,1986,2,1,0,1.0,0.0,,,,
SCAR,1986,1,1,0,1.0,0.0,,,,
South Africa,1986,2,1,0,1.0,0.0,,,,
United Kingdom,1986,6,6,0,1.0,0.0,,,,
United States,1986,5,3,0,1.0,0.0,,,,
WMO,1986,1,1,0,1.0,0.0,,,,
Argentina,1987,4,6,4,0.3333333333333333,0.41576820839978734,0.623652312599681,0.6284277284456007,0.554951002944424,-0.004775415845919673
Australia,1987,6,9,4,0.5555555555555556,0.24367971210076472,0.5482793522267206,0.6005236696153211,0.5277894913994052,-0.05224431738860047
Belgium,1987,4,6,2,0.6666666666666666,0.17333333333333334,0.52,0.6479351039553752,0.5249999999999999,-0.12793510395537522
Brazil,1987,2,6,5,0.16666666666666666,0.5479082321187585,0.6574898785425102,0.6979981851179674,0.6169321513332403,-0.04050830657545723
Chile,1987,3,7,4,0.42857142857142855,0.37362637362637363,0.6538461538461539,0.6515575404065082,0.5670325151821862,0.0022886134396457036
China,1987,1,3,2,0.3333333333333333,0.524132730015083,0.7861990950226244,0.7347152110946863,0.6153846153846154,0.05148388392793812
Finland,1987,1,2,1,0.5,0.22413793103448276,0.4482758620689655,0.7703448275862069,0.48275862068965514,-0.3220689655172414
France,1987,2,2,0,1.0,0.0,,,,
Germany,1987,1,5,4,0.2,0.6841390807335079,0.8551738509168849,0.7835509620849374,0.6860026737967914,0.07162288883194756
India,1987,1,2,1,0.5,0.40384615384615385,0.8076923076923077,0.7288616844135899,0.6,0.07883062327871782
Netherlands,1987,1,2,1,0.5,0.2692307692307692,0.5384615384615384,0.734456221364842,0.4991379310344828,-0.19599468290330357
New Zealand,1987,1,5,4,0.2,0.568,0.71,0.7314948137834417,0.6617359111476758,-0.021494813783441757
Norway,1987,2,4,2,0.5,0.26136363636363635,0.5227272727272727,0.6498924912730948,0.5227272727272727,-0.12716521854582208
Peru,1987,1,2,1,0.5,0.2692307692307692,0.5384615384615384,0.723533180612491,0.48,-0.1850716421509525
Poland,1987,1,2,1,0.5,0.40384615384615385,0.8076923076923077,0.7375437198077358,0.6,0.0701485878845719
SCAR,1987,1,2,1,0.5,0.22499999999999998,0.44999999999999996,0.8668460871789861,0.6666666666666667,-0.4168460871789862
South Africa,1987,1,2,1,0.5,0.2692307692307692,0.5384615384615384,0.7388482959569166,0.4826206896551724,-0.20038675749537815
United Kingdom,1987,6,11,5,0.5454545454545454,0.24735254425656897,0.5441755973644518,0.6046533644871908,0.5362668312080077,-0.060477767122739
United States,1987,3,6,4,0.3333333333333333,0.3772222222222222,0.5658333333333333,0.6206968657779003,0.5305871212121213,-0.05486353244456699
WMO,1987,1,1,0,1.0,0.0,,,,
Argentina,1988,6,6,0,1.0,0.0,,,,
Australia,1988,9,6,1,0.8333333333333334,0.08333333333333333,0.5,0.6021267641161017,0.4482758620689655,-0.10212676411610166
Belgium,1988,6,6,0,1.0,0.0,,,,
Brazil,1988,6,6,0,1.0,0.0,,,,
Chile,1988,7,7,0,1.0,0.0,,,,
China,1988,3,3,0,1.0,0.0,,,,
Ecuador,1988,1,1,0,1.0,0.0,,,,
Finland,1988,2,2,0,1.0,0.0,,,,
France,1988,2,2,0,1.0,0.0,,,,
Germany,1988,5,4,0,1.0,0.0,,,,
Greece,1988,1,1,0,1.0,0.0,,,,
India,1988,2,1,0,1.0,0.0,,,,
Italy,1988,1,1,0,1.0,0.0,,,,
Korea (ROK),1988,1,1,0,1.0,0.0,,,,
Netherlands,1988,2,2,0,1.0,0.0,,,,
New Zealand,1988,5,5,0,1.0,0.0,,,,
Norway,1988,4,4,0,1.0,0.0,,,,
Peru,1988,2,2,0,1.0,0.0,,,,
Poland,1988,2,1,0,1.0,0.0,,,,
Russian Federation,1988,1,1,0,1.0,0.0,,,,
SCAR,1988,2,1,0,1.0,0.0,,,,
South Africa,1988,2,2,0,1.0,0.0,,,,
Spain,1988,1,1,0,1.0,0.0,,,,
Sweden,1988,1,1,0,1.0,0.0,,,,
United Kingdom,1988,11,8,0,1.0,0.0,,,,
United States,1988,6,6,0,1.0,0.0,,,,
Uruguay,1988,1,1,0,1.0,0.0,,,,
Argentina,1989,6,6,0,1.0,0.0,,,,
Australia,1989,6,8,2,0.75,0.12828947368421054,0.5131578947368421,0.6183291264505307,0.5133030303030304,-0.10517123171368858
Belgium,1989,6,5,0,1.0,0.0,,,,
Brazil,1989,6,7,1,0.8571428571428571,0.06857142857142857,0.48,0.6028713807209243,0.3846153846153846,-0.1228713807209243
Chile,1989,7,8,1,0.875,0.07211538461538461,0.5769230769230769,0.6059169739063114,0.4482758620689655,-0.028993896983234513
China,1989,3,3,0,1.0,0.0,,,,
Ecuador,1989,1,1,0,1.0,0.0,,,,
Finland,1989,2,3,1,0.6666666666666666,0.1923076923076923,0.5769230769230769,0.7426923076923078,0.5,-0.1657692307692309
France,1989,2,9,7,0.2222222222222222,0.5519017094017094,0.709587912087912,0.713102683627104,0.6366977367870225,-0.0035147715391919965
Germany,1989,4,6,2,0.6666666666666666,0.24283559577677225,0.7285067873303167,0.6414625635600655,0.539264705882353,0.08704422377025123
Greece,1989,1,1,0,1.0,0.0,,,,
India,1989,1,1,0,1.0,0.0,,,,
Italy,1989,1,1,0,1.0,0.0,,,,
Korea (ROK),1989,1,1,0,1.0,0.0,,,,
Netherlands,1989,2,2,0,1.0,0.0,,,,
New Zealand,1989,5,5,0,1.0,0.0,,,,
Norway,1989,4,4,0,1.0,0.0,,,,
Peru,1989,2,2,0,1.0,0.0,,,,
Poland,1989,1,2,1,0.5,0.40384615384615385,0.8076923076923077,0.7341302858732491,0.5384615384615384,0.07356202181905858
